id	Species	Year	Type	State	Date	Location	Latitude	Longitude	Range	Region	Elevation	Time	Band.	Sex	Age	Blood	Fecal	CP	Photo	Measurer	Wing	Tail	Tarsus	Notes	Bill_Culmen	Bill_Exposed	Bill_Depth	Bill_Width	W_bar	W_bar_width	Chin_throat	Chin	Throat	Nape	Back	Rump	Breast	Belly	Sum	Complete_plumage	Plumage_score	Treatment.2021	Age.2021	Mass	Box	Nest	sum2	Plumage_score2	Tot_for_plu_sc
EXTR-NEG-2022-1	NA	2022	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
EXTR-NEG-2022-2	NA	2022	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
JL-NEG-EXT-1	NA	2021	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
MB-EXT-NEG-1	NA	2021	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
NEG-EXTR-1	NA	2020	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
NEG-EXTR-2	NA	2020	neg_extr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-1	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-4	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-6	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-8	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
neg-pcr-9	NA	NA	neg-pcr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
TE28T02	BWWA	2020	sample	PA	28-May	Scotia Barrens	40.767953	-77.969308	Sympatric	Central	363	6:42	283030080	M	AHY	Y	Y	3	Y-Canon	DPT	60	48	16		8.7	10.3	3.5	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
TE28T03	GWWA	2020	sample	PA	28-May	Scotia Barrens	40.760703	-77.97405	Sympatric	Central	360	7:57	283030081	M	AHY	Y	Y	3	Y-Canon	DPT	63	51	15.4		7.9	10.9	3.5	2.9	4	2	22	2	2	4	4	4	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
TF01T01	BRWA	2020	sample	PA	1-Jun	Ironstone Trail	40.662899	-77.924608	Sympatric	Central	255	6:25	283030094	M	AHY	Y	Y	3	Y-Canon	DPT	64	51	17	R4 taken	8.5	10.3	3.8	3.4	5	2	0	0	0	2	2	2	3	4	20	Y	0.375	NA	NA	NA	NA	NA	20	0.375	
TF01T02	BWWA	2020	sample	PA	1-Jun	Ironstone Trail	40.662899	-77.924608	Sympatric	Central	255	6:27	283030095	M	AHY	Y	Y	3	Y-Canon	DPT	60	48	16.5	Very handsome. Feather mixed with poop sample.	8.6	11.1	3.6	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
TF01T03	GWWA	2020	sample	PA	1-Jun	Ironstone Trail	40.663419	-77.926046	Sympatric	Central	260	7:35	283030096	M	AHY	Y	Y	3	Y-Canon	DPT	61	47	17		9.1	11.1	3.5	3.3	3	1	22	2	2	4	4	4	3	3	22	Y	0.3125	NA	NA	NA	NA	NA	26	0.1875	
TF04T01	BWWA	2020	sample	PA	4-Jun	Scotia Barrens	40.776337	-77.959114	Sympatric	Central	377	6:14	283030102	M	AHY	Y	Y	3	Y-Canon	DPT	63	49	17.2	R3 taken	8.5	10	3.3	2.9	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
TF04T02	GWWA	2020	sample	PA	4-Jun	Scotia Barrens	40.776337	-77.959114	Sympatric	Central	377	6:25	283030078	M	AHY	N	Y	3	N					*recap* for poop sample	8.5	11.1	3.7	3.2	4	1	22	2	2	3	3	3	3	3	20	Y	0.375	NA	NA	NA	NA	NA	24	0.25	
TF04T05	GWWA	2020	sample	PA	4-Jun	Scotia Barrens	40.782788	-77.949949	Sympatric	Central	384	8:57	283030106	M	AHY	Y	Y	3	Y-Canon	DPT	61	46	16.7		8.5	10.5	3.5	3	4	2	12	1	2	4	3	3	3	4	23	Y	0.28125	NA	NA	NA	NA	NA	26	0.1875	
TF04T06	GWWA	2020	sample	PA	4-Jun	Scotia Barrens	40.784866	-77.949945	Sympatric	Central	386	10:15	283030107	M	AHY	Y	Y	3	Y-Canon	DPT	62	47	17	Unknown feather dropped in bag with mite	8.8	11.2	3.5	3.4	4	2	22	2	2	2	3	2	2	3	18	Y	0.4375	NA	NA	NA	NA	NA	22	0.3125	
TF08T01	BWWA	2020	sample	PA	8-Jun	Red Rose Road	40.675119	-77.898347	Sympatric	Central	273	6:28	283030115	M	AHY	Y	Y	3	Y-Canon	DPT	61	46	16.4	R5 taken	8.4	10.4	3.4	3.2	2	0	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
TF08T02	GWWA	2020	sample	PA	8-Jun	Red Rose Road	40.677181	-77.893374	Sympatric	Central	284	8:02	283030116	M	AHY	Y	Y	3	Y-Canon	DPT	62	48	17.4	See 2021 sample for plumage score	8	10.2	3.6	3.3														NA	NA	NA	NA	NA	NA	NA	
TF08T03	BRWA	2020	sample	PA	8-Jun	Cement Block Road	40.651635	-77.942584	Sympatric	Central	277	9:24	283030117	M	AHY	Y	Y	3	Y-Canon	DPT	62	49	15	"Little black bib, but otherwise white throat. Little white under eyes (lower lid) within mask"	8.1	10.2	3.2	3.1	5	3	0	0	0	4	4	4	4	4	28	Y	0.125	NA	NA	NA	NA	NA	28	0.125	
TF12T01	BRWA	2020	sample	PA	12-Jun	Bald Eagle	40.991786	-77.704647	Sympatric	Central	198	6:29	283030125	M	AHY	Y	Y	3	Y-Canon	DPT	60	48	16.6		8.3	10.7	3.7	3.5	4	2	0	0	0	3	2	2	2	1	16	Y	0.5	NA	NA	NA	NA	NA	16	0.5	
TF12T02	BRWA	2020	sample	PA	12-Jun	Bald Eagle	40.993631	-77.701499	Sympatric	Central	204	7:30	283030126	M	AHY	Y	Y	3	Y-Canon	DPT	62	51	16.6		7.8	10	3.7	3.1	1	0	0	0	0	4	4	4	4	3	20	Y	0.375	NA	NA	NA	NA	NA	20	0.375	
TF13T01	GWWA	2020	sample	PA	13-Jun	Cement Block Road	40.65384	-77.945199	Sympatric	Central	285	7:31	283030127	M	AHY	Y	Y	3	Y-Canon	DPT	61	48	16.6		8.2	10.8	3.5	3.2	5	2	22	2	2	3	3	2	3	3	21	Y	0.34375	NA	NA	NA	NA	NA	25	0.21875	
TF14T01	GWWA	2020	sample	PA	14-Jun	Mothers Baugh	40.65905	-77.891066	Sympatric	Central	289	7:23	283030128	M	AHY	Y	Y	3	Y-Canon	DPT	61	48	17		8.7	10.9	3.6	3.4	3	0	12	1	2	4	3	3	3	4	20	Y	0.375	NA	NA	NA	NA	NA	23	0.28125	
TF40T04	GWWA	2020	sample	PA	4-Jun	Scotia Barrens	40.776928	-77.958548	Sympatric	Central	379	7:45	283030104	M	AHY	Y	Y	3	Y-Canon	DPT	64	50	16.5	"Two poop samples. P1 from hand. P2 in bag, not a ton"	8.6	10.6	3.5	3.2	5	2	12	1	2	4	4	4	4	4	27	Y	0.15625	NA	NA	NA	NA	NA	30	0.0625	
UE08L01	GWWA	2021	sample	PA	8-May	Sproul SF	41.1037232	-77.8659845	Sympatric	Central	465.6923502		290014863	M	ASY	N	Y	NA	Y-Canon-blue	DJM	63								5	3	2	0	2	4	4	NA	4	NA	22	N	0.083333333	NA	NA	NA	NA	NA	22	0.083333333	24
UE08L02	GWWA	2021	sample	PA	8-May	Sproul SF	41.1037232	-77.8659845	Sympatric	Central	465.6923502		290014866	M	ASY	N	Y	NA	Y-Canon-blue	KBB	60								5	2	NA2	NA	2	NA	NA	NA	4	4	17	N	0.055555556	NA	NA	NA	NA	NA	17	0.055555556	18
UE08L03	GWWA	2021	sample	PA	8-May	Sproul SF	41.1037232	-77.8659845	Sympatric	Central	465.6923502		290014867	M	ASY	N	Y	NA	N	KBB	61								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UE08L04	GWWA	2021	sample	PA	8-May	Sproul SF	41.1037232	-77.8659845	Sympatric	Central	465.6923502		290014868	M	ASY	N	Y	NA	Y-Canon-blue	KBB	64			"Photos after 14867 datasheet, bands are dark green. Tick on right eye."					5	3	22	2	2	4	4	4	4	4	32	Y	0	NA	NA	NA	NA	NA	32	0	
UE08L05	GWWA	2021	sample	PA	8-May	Sproul SF	41.1037232	-77.8659845	Sympatric	Central	465.6923502		290014898	F	ASY	N	Y	NA	Y-DJ phone	DJM	62								5	3	2	0	2	4	3	4	3	NA	24	N	0.142857143	NA	NA	NA	NA	NA	24	0.142857143	28
UE12L01	GWWA	2021	sample	PA	12-May	Sproul SF	41.1354064	-77.8518654	Sympatric	Central	487.8429413		290014872	M	ASY	N	Y	NA	Y-Canon-blue	DJM	63.5								5	3	22	2	2	3	2	3	2	4	26	Y	0.1875	NA	NA	NA	NA	NA	26	0.1875	
UE28B01	GWWA	2021	sample	PA	5/28/21	Cement Block Road	40.652964	-77.945206	Sympatric	Central	285	7:33	285052955	M	AHY	Y	Y	3	Canon	MB	61	46	17		8.1	9.9	3.7	3	5	2	22	2	2	4	3	3	3	4	24	Y	0.25	NA	NA	NA	NA	NA	28	0.125	
UE28B02	GWWA	2021	sample	PA	5/28/21	Cement Block Road	40.654941	-77.942315	Sympatric	Central	289	8:21	285052956	M	AHY	Y	Y	3	Canon	MB	64	50	15	"Weird song, sounded like worm eating? Got recording on merlin"	8.5	10.9	3.4	3	4	1	22	2	2	3	3	4	3	4	22	Y	0.3125	NA	NA	NA	NA	NA	26	0.1875	
UE28B03	GWWA	2021	sample	PA	5/28/21	Cement Block Road	40.654754	-77.939423	Sympatric	Central	297	9:46	285052957	M	AHY	Y	Y	3	Canon	MB	61	49	17	Tricky bastard	7.4	10	4	3.1	5	1	22	2	2	4	4	4	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
UE28T01	GWWA	2021	sample	PA	5/28/21	Cement Block Road	40.651709	-77.942786	Sympatric	Central	277	6:49	283030117	M	ASY	N	Y	3	Canon	DT	62	49	15.6		8	10.5	3.4	3.4	5	3	0	0	0	4	4	4	4	4	28	Y	0.125	NA	NA	NA	NA	NA	28	0.125	
UF01K01	BWWA	2021	sample	MI	1-Jun	FCTC-MOTT	42.297283	-85.324303	Sympatric	LPS	262.724779	8:33	291014850	M	ASY	Y	Y	3	N	BK	58	46	14.8						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UF01K02	BWWA	2021	sample	MI	1-Jun	FCTC-LACE	42.302139	-85.349492	Sympatric	LPS	257.5434319	11:00	267059500	M	ASY		Y	3	N	BK	60	47	14.76						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UF01P01	GWWA	2021	sample	PA	6/1/21	Scotia Barrens	40.768053	-77.969206	Sympatric	Central	365.2	7:48	283030079	M	ASY	N	Y	3	"Y, probably canon"	LP	65	48	17.2	Caught previously	8.3	10.7	3.5	3.1	5	2	22	2	2	4	4	4	4	4	27	Y	0.15625	NA	NA	NA	NA	NA	31	0.03125	
UF01T01	BRWA	2021	sample	PA	6/1/21	Scotia Barrens	40.760627	-77.974144	Sympatric	Central	357	8:50	285052958	M	AHY	Y	Y	3	Canon	DT	62	47	15.9	:)	8.5	10.3	3.5	3.2	4	1	0	0	0	4	3	4	3	3	22	Y	0.3125	NA	NA	NA	NA	NA	22	0.3125	
UF01T02	GWWA	2021	sample	PA	6/1/21	Scotia Barrens	40.760627	-77.974144	Sympatric	Central	357	9:35	285052959	M	AHY	Y	Y	3	"Y, probably canon"	LP[DT]	62[62]	48[47]	20[16.8]	Across the road from BRWA	8[8]	10.2[10.8]	3.3[3.3]	.[3.5]	5	2	22	2	2	4	3	4	3	4	25	Y	0.21875	NA	NA	NA	NA	NA	29	0.09375	
UF01T03	GWWA	2021	sample	PA	6/1/21	Scotia Barrens	40.763813	-77.971734	Sympatric	Central	360	10:31	285052960	M	AHY	Y	Y	3	"Y, probably canon"	AW[DT]	62.5[63]	46[48]	17.7[16.9]	Got recording on Dave's Merlin app	8.1[8.1]	11.5[10.6]	3.6[3.5]	3.6[3.2]	5	3	22	2	2	4	4	4	4	4	28	Y	0.125	NA	NA	NA	NA	NA	32	0	
UF02P01	PRWA	2021	sample	PA	6/2/21	SGL112	40.48027	-77.894848	Sympatric	Central	247.9	9:00	285052965	M	AHY	Y	Y	3	Canon	LP	57	48	17	:)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UF02T01	GWWA	2021	sample	PA	6/2/21	SGL112	40.486049	-77.892385	Sympatric	Central	251	6:56	285052961	M	AHY	Y	Y	3	Canon	SS[DT]	65[65]	45[50]	16.5[16]	*Many tail feathers fell off	10.5[8]	8.6[11]	2.9[3]	3.6[3.5]	5	3	22	2	2	4	4	4	4	4	28	Y	0.125	NA	NA	NA	NA	NA	32	0	
UF02T02	GWWA	2021	sample	PA	6/2/21	SGL112	40.483161	-77.893708	Sympatric	Central	243.3	7:45	285052962	M	AHY	Y	Y	3	Canon	DT	63	50	16	Some tail feathers lost	7.8	10.5	3.4	3.1	4	2	22	2	2	4	4	4	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
UF02T03	GWWA	2021	sample	PA	6/2/21	SGL112	40.83137	-77.89703	Sympatric	Central	246.1	7:49	285052963	M	AHY	Y	Y	3	?	LP[DT]	63	48	16.4	"Same location/net as UF02T02; Bird had an injured leg, partially healed and not from mist net, injury began to bleed so DT did not take measurements"	8.6	12	3.7	3.2	4	2	22	2	2	4	4	4	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
UF02T04	BRWA	2021	sample	PA	6/2/21	SGL112	40.480272	-77.894841	Sympatric	Central	253	8:45	285052964	M	AHY	Y	Y	3	Canon	SS[DT]	63[63]	51[51]	16.1[16.3]	:)	9.5[9.3]	12.5[11.6]	3.7[3.9]	3.2[3.5]	3	1	0	0	0	4	3	4	2	3	20	Y	0.375	NA	NA	NA	NA	NA	20	0.375	
UF02T05	GWWA	2021	sample	PA	6/2/21	SGL112	40.487522	-77.891849	Sympatric	Central	241	9:47	285052966	M	AHY	?	Y	3	Canon	DT	63	50	17.4		8.1	10.6	3.5	3.3	4	3	22	2	2	4	3	4	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
UF03T01	GWWA	2021	sample	PA	6/3/21	Unnamed Forest Road (by Shaver's Creek)	40.66048	-77.928291	Sympatric	Central	254.6	8:10	285052967	M	AHY	Y	Y	3	Canon	SS[DT]	62[61]	48[50]	16.7[16.3]		8[8.3]	9.5[9.6]	3.7[3.4]	3.5[3.3]	5	2	22	2	2	4	4	3	3	4	25	Y	0.21875	NA	NA	NA	NA	NA	29	0.09375	
UF03T02	BWWA	2021	sample	PA	6/3/21	Unnamed Forest Road (by Shaver's Creek)	40.66048	-77.928291	Sympatric	Central	254.6	8:57	285052968	M	AHY	Y	Y	3	Canon	GO[DT]	62[63]	51[52]	16.1[16.0]		8.6[8.4]	10.5[10.1]	3.8[3.6]	3.4[3.1]	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF03T03	GWWA	2021	sample	PA	6/3/21	Red Rose Road	40.677111	-77.893104	Sympatric	Central	285.5	9:50	283030116	M	ASY	N	Y	2	Canon	GO[DT]	62[61]	49[49]	17.1[17.2]	"recaptured, booed taken previously; this bird used a blue-winged warbler call"	8.4[8.3]	11.3[10.8]	3.6[3.5]	3.8[3.3]	4	2	22	2	2	4	3	3	3	3	22	Y	0.3125	NA	NA	NA	NA	NA	26	0.1875	
UF08B01	BWWA	2021	sample	PA	8-Jun	Nockamixon State Park	40.433324	-75.257787	Allopatric	SE	129.5	7:55	289043901	M	AHY	Y	Y	3	Y-Canon pink	MB	60	46	16.6	"wings are almost completely white, poop sample may be contaminated"	8.3	10.1	3.8	3.2	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF08B02	BWWA	2021	sample	PA	8-Jun	Nockamixon State Park	40.434087	-75.2566	Allopatric	SE	136.9	9:15	289043902	M	AHY	Y	Y	3	Y-Canon pink	MB	62	47	16.2		8.7	11.6	3.5	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF10B01	BWWA	2021	sample	PA	10-Jun	State Game Lands 43 (Eastern part)	40.190672	-75.76676	Allopatric	SE	162	6:54	289043903	M	AHY	Y	Y	3	Y-Canon pink	MB	58	49	16.6	:)	8.2	10.8	3.6	3.2	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF10B02	BWWA	2021	sample	PA	10-Jun	State Game Lands 43 (Eastern part)	40.190672	-75.76676	Allopatric	SE	162	9:30	289043903	M	AHY	N	Y	3	Y-Canon pink	MB				Recap	8.2	10.8	3.6	3.2	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF10K01	BWWA	2021	sample	MI	10-Jun	FCTC-LACE	42.302139	-85.349492	Sympatric	LPS	257.5434319	7:30	291014855	M	ASY	Y	Y	3	N	BK	61	46	14.61						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
UF11B02	BWWA	2021	sample	PA	11-Jun	State Game Lands 43	40.170735	-75.817768	Allopatric	SE	251.7	7:10	289043904	M	AHY	Y	Y	3	Y-Canon pink	MB	62	47	16.5	:)	8.1	10.4	3.4	3.1	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF14B01	BWWA	2021	sample	PA	14-Jun	State Game Lands 63	41.239556	-79.475722	Allopatric	NW	422.3	8:10	289043905	M	AHY	Y	Y	3	Y-Canon pink	MB	61	49	16.7	Accidentally put poop in blood tube-removed w/qtip to new tube and swabbed inside of blood tube with ethanol. See how data looks! Watch 16s for contamination (and blood also).	8.8	11.3	3.7	3.1	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF14B02	BWWA	2021	sample	PA	14-Jun	State Game Lands 63	41.240299	-79.47648	Allopatric	NW	425.6	9:04	289043906	M	AHY	Y	Y	3	Y-Canon pink	MB	61	46	17		7.9	10.2	3.5	3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF14B03	BWWA	2021	sample	PA	14-Jun	State Game Lands 63	41.238127	-79.472108	Allopatric	NW	432.1	10:26	289043907	M	AHY	Y	Y	3	Y-Canon pink	MB	62	40	16.4	Tail feathers fells off and collected-measurement is for single feather left in tact.	8.2	10.2	3.4	3.1	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF15B01	BWWA	2021	sample	PA	15-Jun	State Game Lands 314	41.972725	-80.493417	Allopatric	NW	203.7	7:15	289043908	M	AHY	Y	Y	3	Y-Canon pink	MB	57	45	17.4		8.4	10.6	3.6	3.3	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF15B02	BWWA	2021	sample	PA	15-Jun	State Game Lands 314	41.972805	-80.494897	Allopatric	NW	198.1	10:26	289043909	M	AHY	Y	Y	3	Y-Canon pink	MB	61	51	17	Redstart (UF15B03) caught in same net	7.9	10.5	3.4	3.2	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF16B02	BWWA	2021	sample	PA	16-Jun	Eaton Reservoir	42.147836	-79.762253	Allopatric	NW	455.8	7:23	289043912	M	AHY	Y	Y	3	Y-Canon pink	MB	61	49	17.2	"Missing a couple tail feathers, some dirty feathers on crown"	7.7	10.4	3.4	3.7	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF16B03	BWWA	2021	sample	PA	16-Jun	Eaton Reservoir	42.149643	-79.765192	Allopatric	NW	446.2	9:09	289043913	M	AHY	Y	Y	3	Y-Canon pink	MB	59	46	17	Check with dave for plumage scores	9.1	11.1	3.8	3.7	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF16B04	BWWA	2021	sample	PA	16-Jun	Eaton Reservoir	42.1518893	-79.783446	Allopatric	NW	443.7	11:10	289043914	M	AHY	Y	Y	3	Y-Canon pink	MB	59	45	16.2	Not sure about broad vs narrow 	8.1	10.5	3.7	3.6	0	1	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF17B01	BWWA	2021	sample	PA	17-Jun	State Game Lands 122--North	41.711032	-79.820221	Allopatric	NW	395.8	7:21	289043915	M	AHY	Y	Y	3	Y-Canon pink	MB	61	50	17.5	"Wing bars had differing amounts of yellow edge, both meet the yellow edge score"	9.2	11.5	3.5	3.2	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF17B02	BWWA	2021	sample	PA	17-Jun	State Game Lands 122--North	41.71124	-79.816997	Allopatric	NW	406.5	8:24	289043916	M	AHY	Y	Y	3	Y-Canon pink	MB	63	50	17.2	"Not a lot of blood collected, tail feather collected. We want to check with Dave on the wing bar."	8.5	10.5	3.6	3	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF17B03	BWWA	2021	sample	PA	17-Jun	State Game Lands 122--South	41.669669	-79.795133	Allopatric	NW	424.6	10:17	289043917	M	AHY	Y	Y	3	Y-Canon pink	MB	63	50	17.5	Borderline narrow vs broad wingbars	8.2	10.4	3.4	3.1	0	0	0	0	0	0	0	0	0	0	0	Y	1	NA	NA	NA	NA	NA	0	1	
UF17B04	BWWA	2021	sample	PA	17-Jun	State Game Lands 122--South	41.670711	-79.792044	Allopatric	NW	409.4	11:20	289043918	M	AHY	Y	Y	2	Y-Canon pink	MB	59	46	17.5?	"Forgot to write tarsus down, but think it was 17.5"	7.8	9.9	3.3	3.4	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF22B01	BRWA	2021	sample	MI	22-Jun	Edmore SGA	43.466583	-84.885746	Sympatric	LPN	251.3	6:30	289043919	M	AHY	Y	Y	3	Y-Canon pink	MB	61	48	17.1	"Very yellow breast, we are wondering if we scored rump correctly, recaptured with UF22B02, BWWA also present here"	8.1	9.8	3.4	3.5	1	0	0	0	0	4	3	1	0	1	10	Y	0.6875	NA	NA	NA	NA	NA	10	0.6875	
UF22B02	GWWA	2021	sample	MI	22-Jun	Edmore SGA	43.466583	-84.885746	Sympatric	LPN	251.3	9:22	289043920	M	AHY	Y	Y	3	Y-Canon pink	MB	63	48	16.6	"Net set up ~30ft from first, BREW recap in same net (UF22B01)"	9.3	11.8	4	3.7	5	2	22	2	2	4	3	4	4	4	26	Y	0.1875	NA	NA	NA	NA	NA	30	0.0625	
UF22B03	BRWA	2021	sample	MI	22-Jun	Edmore SGA	43.466583	-84.885746	Sympatric	LPN	251.3	9:22	289043919	M	AHY	Y	Y	3	Y-Canon pink	MB				"Recap, poop #2, could not catch BWWA also present"	8.1	9.8	3.4	3.5	1	0	0	0	0	4	3	1	0	1	10	Y	0.6875	NA	NA	NA	NA	NA	10	0.6875	
UF22B04	BWWA	2021	sample	MI	22-Jun	Edmore SGA	43.461412	-84.883817	Sympatric	LPN	251.6	10:55	289043921	M	AHY	Y	Y	3	Y-Canon pink	MB	60	47	17.4	"Not enough blood collected, still labeled tube. Feather taken."	8.3	10.6	3.8	3.3	0	1	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
UF23B01	BWWA	2021	sample	MI	23-Jun	Sippy Rd	43.838249	-86.178904	Sympatric	LPN	210.7	6:18	289043922	M	AHY	Y	Y	3	Y-Canon pink	MB	59	46	16.9	"Double check nape/back plumage score (from photos), not much poop or blood really but changed color of buffer"	8.3	10.4	3.5	3.3	1	1	0	0	0	0	0	0	0	0	2	Y	0.9375	NA	NA	NA	NA	NA	2	0.9375	
UF23B02	BWWA	2021	sample	MI	23-Jun	Sippy Rd	43.838249	-86.178904	Sympatric	LPN	210.7	6:28	289043923	M	AHY	Y	Y	3	Y-Canon pink	MB	59	47	17.6	"Same net as UF23B01, tick on left eye, base of bottom bill tan, weird wing bars kind of sparse. Feather takn."	8.2	10.5	3.6	3.2	1	0	0	0	0	0	0	0	0	0	1	Y	0.96875	NA	NA	NA	NA	NA	1	0.96875	
